AssetPath,GameObjectPath,TextValue,Class,Group,HasBinder,ExistingKey,SuggestedKey,ReuseOf,Notes
"Assets/Prefabs/Original/Mainmenu/Screens/CharacterListScreen.prefab","CharLevelUpScreenVariant/ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement3/ValueChange/NewStatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharacterListScreen.prefab","CharLevelUpScreenVariant/ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement4/StatNameText","Stamina",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharacterListScreen.prefab","CharLevelUpScreenVariant/ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement4/ValueChange/PrevStatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharacterListScreen.prefab","CharLevelUpScreenVariant/ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement4/ValueChange/NewStatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharacterListScreen.prefab","CharLevelUpScreenVariant/ResultPanel/DoneButton/DoneText","DONE",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/Header/NameText","NAME",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/Header/RarityLevelInfo/ClubLevel","Lv 1",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/AvailableRP/AvailableRPLabel","Available:",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/AvailableRP/AvailableRPText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/LevelInfo/CurrentLevelLabel","Lv",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/LevelInfo/CurrentLevelText","1",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/LevelInfo/NextLevelLabel","Lv",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/LevelInfo/NextLevelText","1",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/CostInfo/CostLabel","Cost:",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/CostInfo/CostText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/RewardInfo/RewardLabel","Reward:",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/RewardInfo/RewardText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/LevelUpButton/LevelUpText","LEVEL UP",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/AvailableSP/AvailableSPLabel","Available:",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/AvailableSP/AvailableSPText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement1/StatNameText","Strength",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement1/StatBarValue/StatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement1/PlusButton/PlusText","+1",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement2/StatNameText","Club Control",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement2/StatBarValue/StatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement2/PlusButton/PlusText","+1",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement3/StatNameText","Stamina Regeneration",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement3/StatBarValue/StatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement3/PlusButton/PlusText","+1",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement4/StatNameText","Stamina",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement4/StatBarValue/StatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement4/PlusButton/PlusText","+1",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/ResetButton/ResetText","RESET",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/CancelButton/CancelText","CANCEL",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","LevelUpPanel/ConfirmButton/ConfirmText","CONFIRM",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/Header/NameText","NAME",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/Header/RarityLevelInfo/ClubLevel","Lv 1",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/LevelInfoPanel/LevelInfo/PrevLevelLabel","Lv",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/LevelInfoPanel/LevelInfo/PrevLevelText","1",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/LevelInfoPanel/LevelInfo/NextLevelLabel","Lv",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/LevelInfoPanel/LevelInfo/NextLevelText","1",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/LevelInfoPanel/TotalCostInfo/TotalCostLabel","Total Cost:",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/LevelInfoPanel/TotalCostInfo/TotalCostText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement1/StatNameText","Strength",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement1/ValueChange/PrevStatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement1/ValueChange/NewStatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement2/StatNameText","Club Control",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement2/ValueChange/PrevStatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement2/ValueChange/NewStatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement3/StatNameText","Stamina Regeneration",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement3/ValueChange/PrevStatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement3/ValueChange/NewStatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement4/StatNameText","Stamina",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement4/ValueChange/PrevStatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement4/ValueChange/NewStatValueText","0",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/CharLevelUpScreenVariant.prefab","ResultPanel/DoneButton/DoneText","DONE",CANDIDATE_DEAD,Other,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/Header/NameText","NAME",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/Header/RarityLevelInfo/ClubLevel","Lv 1",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/AvailableRP/AvailableRPLabel","Available:",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/AvailableRP/AvailableRPText","0",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/LevelInfo/CurrentLevelLabel","Lv",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/LevelInfo/CurrentLevelText","1",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/LevelInfo/NextLevelLabel","Lv",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/LevelInfo/NextLevelText","1",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/CostInfo/CostLabel","Cost:",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/CostInfo/CostText","0",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/RewardInfo/RewardLabel","Reward:",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/RewardInfo/RewardText","0",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/LevelUpPanel/LevelUpButton/LevelUpText","LEVEL UP",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/AvailableSP/AvailableSPLabel","Available:",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/AvailableSP/AvailableSPText","0",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement1/StatNameText","Power",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement1/StatBarValue/StatValueText","0",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement1/PlusButton/PlusText","+1",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement2/StatNameText","Accuracy",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement2/StatBarValue/StatValueText","0",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement2/PlusButton/PlusText","+1",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement3/StatNameText","Spin",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement3/StatBarValue/StatValueText","0",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement3/PlusButton/PlusText","+1",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement4/StatNameText","Recovery",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement4/StatBarValue/StatValueText","0",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement4/PlusButton/PlusText","+1",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement5/StatNameText","Durability",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement5/StatBarValue/StatValueText","0",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/StatsView/StatLevelUpElement5/PlusButton/PlusText","+1",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/LevelUpCard/SkillPointPanel/ResetButton/ResetText","RESET",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/CancelButton/CancelText","CANCEL",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","LevelUpPanel/ConfirmButton/ConfirmText","CONFIRM",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/Header/NameText","NAME",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/Header/RarityLevelInfo/ClubLevel","Lv 1",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/LevelInfoPanel/LevelInfo/PrevLevelLabel","Lv",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/LevelInfoPanel/LevelInfo/PrevLevelText","1",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/LevelInfoPanel/LevelInfo/NextLevelLabel","Lv",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/LevelInfoPanel/LevelInfo/NextLevelText","1",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/LevelInfoPanel/TotalCostInfo/TotalCostLabel","Total Cost:",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/LevelInfoPanel/TotalCostInfo/TotalCostText","0",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement1/StatNameText","Power",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
"Assets/Prefabs/Original/Mainmenu/Screens/ClubLevelUpScreenVariant.prefab","ResultPanel/LevelUpCard/SkillPointPanel/StatsView/ResultStatElement1/ValueChange/PrevStatValueText","0",CANDIDATE_DEAD,Inventory/Bag,N,,,,"Original/ — may be superseded by Prefabs/UI/Account"
