rotationId,startUtc,endUtc,nameEn,nameJa,clubQuota,ballQuota,characterQuota,gachaFeaturedCount,gachaBasePoolId,featuredWeightMul,excludeWeeks,seed,pinnedClubs,pinnedBalls,pinnedCharacter,pinnedFeatured,materializedAt,is_active
wk_2027_25,2027-06-21T00:00:00Z,2027-06-28T00:00:00Z,S.WEDGE WEEK · BOGEYB,Sウェッジウィーク · BOGEYB,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,1501199499,club_swedge_bogeyb_legendary;club_putter_bogeyb_mythic;club_driver_bogeyb_rare;club_wood_royal_rare;club_iron_bogeyb_uncommon;club_awedge_vboot_uncommon;club_pwedge_parperfect_common;club_swedge_klyro_common;club_putter_vboot_common,ball_ace_attire;ball_fyloe_aim;ball_putt_ace,char_roshana,club_swedge_bogeyb_legendary;club_putter_bogeyb_mythic,,true
wk_2027_26,2027-06-28T00:00:00Z,2027-07-05T00:00:00Z,PUTTER WEEK · G&F,パターウィーク · G&F,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Legendary:1,Any:1,2,pool_standard_club1,3,4,1517977118,club_putter_gf_legendary;club_driver_gf_mythic;club_wood_gf_rare;club_iron7_mireo;club_awedge_gf_uncommon;club_pwedge_mireo_uncommon;club_swedge_gf_common;club_putter_teepit_common;club_driver_eaglez_common,ball_fairloft;ball_fairway_threads;ball_shimmer_g,char_johan,club_putter_gf_legendary;club_driver_gf_mythic,,true
wk_2027_27,2027-07-05T00:00:00Z,2027-07-12T00:00:00Z,DRIVER WEEK · PAR PERFECT,ドライバーウィーク · PAR PERFECT,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,1534754737,club_driver_parperfect_legendary;club_wood_parperfect_mythic;club_iron_parperfect_rare;club_awedge_greenswing_rare;club_pwedge_fairx_uncommon;club_swedge_vboot_uncommon;club_putter_fairwaythreads_common;club_driver_puttace_common;club_wood_teepit_common,ball_birdie_v1;ball_clover_pro;ball_klyro,char_mike,club_driver_parperfect_legendary;club_wood_parperfect_mythic,,true
wk_2027_28,2027-07-12T00:00:00Z,2027-07-19T00:00:00Z,SUMMER LINKS WEEK,真夏のリンクスウィーク,Common:2;Uncommon:2;Rare:2;Mythic:1;Legendary:2;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Legendary:1,2,pool_standard_club1,3,4,1417311404,club_wood_eaglez_legendary;club_iron_eaglez_mythic;club_awedge_eaglez_rare;club_pwedge_puttace_rare;club_swedge_eaglez_uncommon;club_putter_fyloe_uncommon;club_driver_fairloft_common;club_wood_fyloe_common;club_iron_mireo_legendary,ball_golfin_mk2;ball_royal_swing;ball_soralis,char_shae,club_wood_eaglez_legendary;club_iron_mireo_legendary,,true
wk_2027_29,2027-07-19T00:00:00Z,2027-07-26T00:00:00Z,IRON WEEK · GOLFIN,アイアンウィーク · GOLFIN,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,1434089023,club_iron_golfin_legendary;club_awedge_golfin_mythic;club_pwedge_golfin_rare;club_swedge_tifto_rare;club_putter_golfin_uncommon;club_driver_forefit_uncommon;club_wood_fairloft_common;club_iron_fairloft_common;club_awedge_golfinix_common,ball_par_perfect;ball_gf;ball_golfinix,char_camila,club_iron_golfin_legendary;club_awedge_golfin_mythic,,true
wk_2027_30,2027-07-26T00:00:00Z,2027-08-02T00:00:00Z,A.WEDGE WEEK · PUTT ACE,Aウェッジウィーク · PUTT ACE,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Any:1,2,pool_standard_club1,3,4,1652345165,club_awedge_puttace_legendary;club_pwedge_puttace_mythic;club_swedge_gf_rare;club_putter_royal_rare;club_driver_fairloft_uncommon;club_wood_parperfect_uncommon;club_iron_bogeyb_common;club_awedge_klyro_common;club_pwedge_tifto_common,ball_fyloe_aim;ball_putt_ace;ball_cirq,char_ean,club_awedge_puttace_legendary;club_pwedge_puttace_mythic,,true
wk_2027_31,2027-08-02T00:00:00Z,2027-08-09T00:00:00Z,P.WEDGE WEEK · FAIRLOFT,Pウェッジウィーク · FAIRLOFT,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,1635567546,club_pwedge_fairloft_legendary;club_swedge_fairloft_mythic;club_putter_bogeyb_rare;club_driver_parperfect_rare;club_wood_gf_uncommon;club_iron9_klyro;club_awedge_fairloft_common;club_pwedge_fairloft_common;club_swedge_forefit_common,ball_fyloe_soft;ball_fairloft;ball_fairway_threads,char_elizabeth,club_pwedge_fairloft_legendary;club_swedge_fairloft_mythic,,true
wk_2027_32,2027-08-09T00:00:00Z,2027-08-16T00:00:00Z,OBON WEEK,お盆ウィーク,Common:2;Uncommon:2;Rare:2;Mythic:1;Legendary:2;Supreme:0,Uncommon:1;Rare:1;Legendary:1,Legendary:1,2,pool_standard_club1,3,4,1618789927,club_swedge_golfinix_legendary;club_putter_golfinix_mythic;club_driver_golfinix_rare;club_wood_parperfect_rare;club_iron_fairwaythreads_uncommon;club_awedge_teepit_uncommon;club_pwedge_golfinix_common;club_swedge_fairwaythreads_common;club_putter_mireo_legendary,ball_tifto;ball_klyro;ball_shimmer_g,char_roshana,club_swedge_golfinix_legendary;club_putter_mireo_legendary,,true
wk_2027_33,2027-08-16T00:00:00Z,2027-08-23T00:00:00Z,PUTTER WEEK · ROYAL SWING,パターウィーク · ROYAL SWING,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,1602012308,club_putter_royal_legendary;club_driver_royal_mythic;club_wood_teepit_rare;club_iron_fyloe_rare;club_awedge_golfin_uncommon;club_pwedge_fairwaythreads_uncommon;club_swedge_royal_common;club_putter_eaglez_common;club_driver_fyloe_common,ball_birdie_v1;ball_golfin_mk2;ball_royal_swing,char_richard,club_putter_royal_legendary;club_driver_royal_mythic,,true
wk_2027_34,2027-08-23T00:00:00Z,2027-08-30T00:00:00Z,DRIVER WEEK · FAIRWAY THREADS,ドライバーウィーク · FAIRWAY THREADS,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Any:1,2,pool_standard_club1,3,4,1585234689,club_driver_fairwaythreads_legendary;club_wood_fairwaythreads_mythic;club_iron_fairwaythreads_rare;club_awedge_puttace_rare;club_pwedge_golfin_uncommon;club_swedge_fairx_uncommon;club_putter_fairwaythreads_common;club_driver_fairwaythreads_common;club_wood_fairwaythreads_common,ball_gf;ball_golfinix;ball_mireo,char_camila,club_driver_fairwaythreads_legendary;club_wood_fairwaythreads_mythic,,true
wk_2027_35,2027-08-30T00:00:00Z,2027-09-06T00:00:00Z,WOOD WEEK · GOLFINX,ウッドウィーク · GOLFINX,Common:3;Uncommon:2;Rare:2;Mythic:1;Legendary:1;Supreme:0,Common:1;Uncommon:1;Rare:1,Any:1,2,pool_standard_club1,3,4,1568457070,club_wood_bogeyb_legendary;club_iron_tifto_mythic;club_awedge_golfin_rare;club_pwedge_fyloe_rare;club_swedge_puttace_uncommon;club_putter_mireo_uncommon;club_driver_parperfect_common;club_wood_royal_common;club_iron_fairx_common,ball_par_perfect;ball_fyloe_aim;ball_putt_ace,char_guillermo,club_wood_bogeyb_legendary;club_iron_tifto_mythic,,true
wk_2027_36,2027-09-06T00:00:00Z,2027-09-13T00:00:00Z,SEASON FINALE,シーズンファイナル,Common:2;Uncommon:2;Rare:2;Mythic:1;Legendary:2;Supreme:0,Uncommon:1;Rare:1;Mythic:1,Legendary:1,2,pool_standard_club1,3,4,1551679451,club_iron_teepit_legendary;club_awedge_teepit_mythic;club_pwedge_teepit_rare;club_swedge_royal_rare;club_putter_teepit_uncommon;club_driver_greenswing_uncommon;club_wood_teepit_common;club_iron_teepit_common;club_awedge_fairx_legendary,ball_clover_pro;ball_fairway_threads;ball_soralis,char_shae,club_iron_teepit_legendary;club_awedge_fairx_legendary,,true
wk_2026_36,2026-09-11T03:16:35Z,2026-09-11T03:36:35Z,PITY TEST A,天井テスト A,Common:1,Common:1,Any:0,1,pool_standard_club1,3,0,36,,,,,2026-09-11T03:14:00Z,false
wk_2026_37,2026-09-11T03:36:35Z,2026-09-11T04:06:35Z,PITY TEST B,天井テスト B,Common:1,Common:1,Any:0,1,pool_standard_club1,3,0,37,,,,,2026-09-11T03:14:13Z,false
