# Clubs roster — 7 shipped rows preserved verbatim below; 792 generated rows appended
# by Tools/club-gen/generate_clubs.py (C2, 2026-08-19). Column info_ja appended (JA
# description; display wiring is a Claude Code task). Art refs use club_art_batches naming.
id,name,type,rarity,brand,basePower,baseAccuracy,baseLieResistance,baseLoft,maxDurability,baseDistance,ballSpeedMps,launchAngleDeg,spinRateRpm,expectedCarryYd,portraitSprite,portraitFull,controlSprite,startLevel,maxLevel,info,info_ja
club_pwedge_fyloe_legendary,P.Wedge FYLOE,P.Wedge,Legendary,FYLOE,47,69,65,55,100,136,48.7,22.0,8976,149,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,160,199,"FYLOE's masterwork pitching wedge escapes anything — rough, sand, bad decisions.",FYLOEの傑作級のピッチングウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_pwedge_fyloe_supreme,P.Wedge FYLOE,P.Wedge,Supreme,FYLOE,53,78,74,62,120,141,50.0,22.0,9152,155,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,200,239,"FYLOE's flagship pitching wedge escapes anything — rough, sand, bad decisions.",FYLOEの最高峰のピッチングウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_awedge_fyloe_common,A.Wedge FYLOE,A.Wedge,Common,FYLOE,16,30,39,32,60,100,40.6,24.0,8742,110,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,10,39,"FYLOE's entry-level approach wedge escapes anything — rough, sand, bad decisions.",FYLOEの入門用アプローチウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_awedge_fyloe_uncommon,A.Wedge FYLOE,A.Wedge,Uncommon,FYLOE,21,38,50,41,70,106,41.8,24.0,8928,116,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,40,79,"FYLOE's step-up approach wedge escapes anything — rough, sand, bad decisions.",FYLOEの上位モデルのアプローチウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_awedge_fyloe_rare,A.Wedge FYLOE,A.Wedge,Rare,FYLOE,25,47,60,49,80,111,43.1,24.0,9114,122,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,80,119,"FYLOE's refined approach wedge escapes anything — rough, sand, bad decisions.",FYLOEの洗練されたアプローチウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_awedge_fyloe_legendary,A.Wedge FYLOE,A.Wedge,Legendary,FYLOE,34,63,81,67,100,121,45.4,24.0,9486,133,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,160,199,"FYLOE's masterwork approach wedge escapes anything — rough, sand, bad decisions.",FYLOEの傑作級のアプローチウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_awedge_fyloe_supreme,A.Wedge FYLOE,A.Wedge,Supreme,FYLOE,39,72,92,75,120,126,46.6,24.0,9672,139,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,200,239,"FYLOE's flagship approach wedge escapes anything — rough, sand, bad decisions.",FYLOEの最高峰のアプローチウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_swedge_fyloe_common,S.Wedge FYLOE,S.Wedge,Common,FYLOE,13,26,45,36,60,87,37.6,26.5,9212,96,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,10,39,"FYLOE's entry-level sand wedge escapes anything — rough, sand, bad decisions.",FYLOEの入門用サンドウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_swedge_fyloe_uncommon,S.Wedge FYLOE,S.Wedge,Uncommon,FYLOE,17,34,58,46,70,93,38.9,26.5,9408,102,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,40,79,"FYLOE's step-up sand wedge escapes anything — rough, sand, bad decisions.",FYLOEの上位モデルのサンドウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_swedge_fyloe_rare,S.Wedge FYLOE,S.Wedge,Rare,FYLOE,21,41,70,56,80,98,40.2,26.5,9604,108,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,80,119,"FYLOE's refined sand wedge escapes anything — rough, sand, bad decisions.",FYLOEの洗練されたサンドウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_swedge_fyloe_mythic,S.Wedge FYLOE,S.Wedge,Mythic,FYLOE,24,48,83,66,90,104,41.4,26.5,9800,114,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,120,159,"FYLOE's elite sand wedge escapes anything — rough, sand, bad decisions.",FYLOEのエリート級のサンドウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_swedge_fyloe_legendary,S.Wedge FYLOE,S.Wedge,Legendary,FYLOE,28,55,95,76,100,109,42.7,26.5,9996,120,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,160,199,"FYLOE's masterwork sand wedge escapes anything — rough, sand, bad decisions.",FYLOEの傑作級のサンドウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_swedge_fyloe_supreme,S.Wedge FYLOE,S.Wedge,Supreme,FYLOE,32,62,107,86,120,114,43.7,26.5,10192,125,S_Menu_Wedge_FYLOE,Wedge-Fyloe,S_Controls_Wedge_FYLOE,200,239,"FYLOE's flagship sand wedge escapes anything — rough, sand, bad decisions.",FYLOEの最高峰のサンドウェッジ。ラフも砂も、判断ミスさえも脱出させる。
club_putter_fyloe_common,Putter FYLOE,Putter,Common,FYLOE,16,44,21,3,60,30,5.0,5.0,0,30,S_Menu_Putter_FYLOE,Putter-Fyloe,S_Controls_Putter_FYLOE,10,39,"FYLOE's entry-level putter escapes anything — rough, sand, bad decisions.",FYLOEの入門用パター。ラフも砂も、判断ミスさえも脱出させる。
club_putter_fyloe_uncommon,Putter FYLOE,Putter,Uncommon,FYLOE,20,56,26,4,70,30,5.0,5.0,0,30,S_Menu_Putter_FYLOE,Putter-Fyloe,S_Controls_Putter_FYLOE,40,79,"FYLOE's step-up putter escapes anything — rough, sand, bad decisions.",FYLOEの上位モデルのパター。ラフも砂も、判断ミスさえも脱出させる。
club_putter_fyloe_rare,Putter FYLOE,Putter,Rare,FYLOE,24,68,32,4,80,30,5.0,5.0,0,30,S_Menu_Putter_FYLOE,Putter-Fyloe,S_Controls_Putter_FYLOE,80,119,"FYLOE's refined putter escapes anything — rough, sand, bad decisions.",FYLOEの洗練されたパター。ラフも砂も、判断ミスさえも脱出させる。
club_putter_fyloe_mythic,Putter FYLOE,Putter,Mythic,FYLOE,29,80,38,5,90,30,5.0,5.0,0,30,S_Menu_Putter_FYLOE,Putter-Fyloe,S_Controls_Putter_FYLOE,120,159,"FYLOE's elite putter escapes anything — rough, sand, bad decisions.",FYLOEのエリート級のパター。ラフも砂も、判断ミスさえも脱出させる。
club_putter_fyloe_legendary,Putter FYLOE,Putter,Legendary,FYLOE,33,92,43,6,100,30,5.0,5.0,0,30,S_Menu_Putter_FYLOE,Putter-Fyloe,S_Controls_Putter_FYLOE,160,199,"FYLOE's masterwork putter escapes anything — rough, sand, bad decisions.",FYLOEの傑作級のパター。ラフも砂も、判断ミスさえも脱出させる。
club_putter_fyloe_supreme,Putter FYLOE,Putter,Supreme,FYLOE,37,104,49,6,120,30,5.0,5.0,0,30,S_Menu_Putter_FYLOE,Putter-Fyloe,S_Controls_Putter_FYLOE,200,239,"FYLOE's flagship putter escapes anything — rough, sand, bad decisions.",FYLOEの最高峰のパター。ラフも砂も、判断ミスさえも脱出させる。
club_driver_royal_common,Driver ROYAL SWING,Driver,Common,ROYAL SWING,51,23,6,7,54,232,70.8,10.9,2525,255,S_Menu_Driver_ROYAL,Driver-RoyalSwing,S_Controls_Driver_ROYAL,10,39,The Royal Swing entry-level driver — prestige performance with a gilded touch.,Royal Swingの入門用ドライバー。気品と性能を併せ持つ一本。
club_driver_royal_uncommon,Driver ROYAL SWING,Driver,Uncommon,ROYAL SWING,65,29,8,9,63,243,73.3,10.9,2579,267,S_Menu_Driver_ROYAL,Driver-RoyalSwing,S_Controls_Driver_ROYAL,40,79,The Royal Swing step-up driver — prestige performance with a gilded touch.,Royal Swingの上位モデルのドライバー。気品と性能を併せ持つ一本。
club_driver_royal_rare,Driver ROYAL SWING,Driver,Rare,ROYAL SWING,79,36,9,11,72,255,76.0,10.9,2632,280,S_Menu_Driver_ROYAL,Driver-RoyalSwing,S_Controls_Driver_ROYAL,80,119,The Royal Swing refined driver — prestige performance with a gilded touch.,Royal Swingの洗練されたドライバー。気品と性能を併せ持つ一本。
club_driver_royal_mythic,Driver ROYAL SWING,Driver,Mythic,ROYAL SWING,94,42,11,13,81,267,78.8,10.9,2686,293,S_Menu_Driver_ROYAL,Driver-RoyalSwing,S_Controls_Driver_ROYAL,120,159,The Royal Swing elite driver — prestige performance with a gilded touch.,Royal Swingのエリート級のドライバー。気品と性能を併せ持つ一本。
club_driver_royal_legendary,Driver ROYAL SWING,Driver,Legendary,ROYAL SWING,108,48,13,15,90,277,81.1,10.9,2740,304,S_Menu_Driver_ROYAL,Driver-RoyalSwing,S_Controls_Driver_ROYAL,160,199,The Royal Swing masterwork driver — prestige performance with a gilded touch.,Royal Swingの傑作級のドライバー。気品と性能を併せ持つ一本。
club_driver_royal_supreme,Driver ROYAL SWING,Driver,Supreme,ROYAL SWING,120,54,14,17,108,288,83.6,10.9,2793,316,S_Menu_Driver_ROYAL,Driver-RoyalSwing,S_Controls_Driver_ROYAL,200,239,The Royal Swing flagship driver — prestige performance with a gilded touch.,Royal Swingの最高峰のドライバー。気品と性能を併せ持つ一本。
club_wood_royal_common,Wood ROYAL SWING,Wood,Common,ROYAL SWING,45,26,7,9,54,206,67.1,9.2,3436,226,S_Menu_Wood_ROYAL,Wood-RoyalSwing,S_Controls_Wood_ROYAL,10,39,The Royal Swing entry-level fairway wood — prestige performance with a gilded touch.,Royal Swingの入門用ウッド。気品と性能を併せ持つ一本。
club_wood_royal_uncommon,Wood ROYAL SWING,Wood,Uncommon,ROYAL SWING,58,33,9,11,63,216,69.3,9.2,3509,237,S_Menu_Wood_ROYAL,Wood-RoyalSwing,S_Controls_Wood_ROYAL,40,79,The Royal Swing step-up fairway wood — prestige performance with a gilded touch.,Royal Swingの上位モデルのウッド。気品と性能を併せ持つ一本。
club_wood_royal_rare,Wood ROYAL SWING,Wood,Rare,ROYAL SWING,70,40,11,14,72,226,71.6,9.2,3582,248,S_Menu_Wood_ROYAL,Wood-RoyalSwing,S_Controls_Wood_ROYAL,80,119,The Royal Swing refined fairway wood — prestige performance with a gilded touch.,Royal Swingの洗練されたウッド。気品と性能を併せ持つ一本。
club_wood_royal_mythic,Wood ROYAL SWING,Wood,Mythic,ROYAL SWING,82,47,13,16,81,235,73.7,9.2,3655,258,S_Menu_Wood_ROYAL,Wood-RoyalSwing,S_Controls_Wood_ROYAL,120,159,The Royal Swing elite fairway wood — prestige performance with a gilded touch.,Royal Swingのエリート級のウッド。気品と性能を併せ持つ一本。
club_wood_royal_legendary,Wood ROYAL SWING,Wood,Legendary,ROYAL SWING,95,54,15,18,90,244,75.8,9.2,3728,268,S_Menu_Wood_ROYAL,Wood-RoyalSwing,S_Controls_Wood_ROYAL,160,199,The Royal Swing masterwork fairway wood — prestige performance with a gilded touch.,Royal Swingの傑作級のウッド。気品と性能を併せ持つ一本。
club_wood_royal_supreme,Wood ROYAL SWING,Wood,Supreme,ROYAL SWING,107,61,17,21,108,253,77.9,9.2,3801,278,S_Menu_Wood_ROYAL,Wood-RoyalSwing,S_Controls_Wood_ROYAL,200,239,The Royal Swing flagship fairway wood — prestige performance with a gilded touch.,Royal Swingの最高峰のウッド。気品と性能を併せ持つ一本。
club_iron_royal_common,Iron 4 ROYAL SWING,Iron,Common,ROYAL SWING,39,33,12,15,54,144,49.6,16.3,6671,158,S_Menu_Iron_ROYAL,Iron-RoyalSwing,S_Controls_Iron_ROYAL,10,39,The Royal Swing entry-level 4-iron — prestige performance with a gilded touch.,Royal Swingの入門用アイアン。気品と性能を併せ持つ一本。
club_iron_royal_uncommon,Iron 4 ROYAL SWING,Iron,Uncommon,ROYAL SWING,50,42,15,19,63,151,51.2,16.3,6813,166,S_Menu_Iron_ROYAL,Iron-RoyalSwing,S_Controls_Iron_ROYAL,40,79,The Royal Swing step-up 4-iron — prestige performance with a gilded touch.,Royal Swingの上位モデルのアイアン。気品と性能を併せ持つ一本。
club_iron_royal_rare,Iron 4 ROYAL SWING,Iron,Rare,ROYAL SWING,61,51,19,23,72,159,53.1,16.3,6955,175,S_Menu_Iron_ROYAL,Iron-RoyalSwing,S_Controls_Iron_ROYAL,80,119,The Royal Swing refined 4-iron — prestige performance with a gilded touch.,Royal Swingの洗練されたアイアン。気品と性能を併せ持つ一本。
club_iron_royal_mythic,Iron 4 ROYAL SWING,Iron,Mythic,ROYAL SWING,72,61,22,27,81,167,55.0,16.3,7097,184,S_Menu_Iron_ROYAL,Iron-RoyalSwing,S_Controls_Iron_ROYAL,120,159,The Royal Swing elite 4-iron — prestige performance with a gilded touch.,Royal Swingのエリート級のアイアン。気品と性能を併せ持つ一本。
club_iron_royal_legendary,Iron 4 ROYAL SWING,Iron,Legendary,ROYAL SWING,82,70,25,31,90,175,56.7,16.3,7239,192,S_Menu_Iron_ROYAL,Iron-RoyalSwing,S_Controls_Iron_ROYAL,160,199,The Royal Swing masterwork 4-iron — prestige performance with a gilded touch.,Royal Swingの傑作級のアイアン。気品と性能を併せ持つ一本。
club_iron_royal_supreme,Iron 4 ROYAL SWING,Iron,Supreme,ROYAL SWING,93,79,29,35,108,182,58.3,16.3,7381,200,S_Menu_Iron_ROYAL,Iron-RoyalSwing,S_Controls_Iron_ROYAL,200,239,The Royal Swing flagship 4-iron — prestige performance with a gilded touch.,Royal Swingの最高峰のアイアン。気品と性能を併せ持つ一本。
club_pwedge_royal_common,P.Wedge ROYAL SWING,P.Wedge,Common,ROYAL SWING,27,36,26,26,54,117,44.5,22.0,8272,129,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,10,39,The Royal Swing entry-level pitching wedge — prestige performance with a gilded touch.,Royal Swingの入門用ピッチングウェッジ。気品と性能を併せ持つ一本。
club_pwedge_royal_uncommon,P.Wedge ROYAL SWING,P.Wedge,Uncommon,ROYAL SWING,35,46,34,34,63,124,46.0,22.0,8448,136,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,40,79,The Royal Swing step-up pitching wedge — prestige performance with a gilded touch.,Royal Swingの上位モデルのピッチングウェッジ。気品と性能を併せ持つ一本。
club_pwedge_royal_rare,P.Wedge ROYAL SWING,P.Wedge,Rare,ROYAL SWING,42,56,41,41,72,130,47.5,22.0,8624,143,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,80,119,The Royal Swing refined pitching wedge — prestige performance with a gilded touch.,Royal Swingの洗練されたピッチングウェッジ。気品と性能を併せ持つ一本。
club_pwedge_royal_mythic,P.Wedge ROYAL SWING,P.Wedge,Mythic,ROYAL SWING,50,66,48,48,81,136,48.7,22.0,8800,149,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,120,159,The Royal Swing elite pitching wedge — prestige performance with a gilded touch.,Royal Swingのエリート級のピッチングウェッジ。気品と性能を併せ持つ一本。
club_pwedge_royal_supreme,P.Wedge ROYAL SWING,P.Wedge,Supreme,ROYAL SWING,64,86,62,62,108,147,51.2,22.0,9152,161,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,200,239,The Royal Swing flagship pitching wedge — prestige performance with a gilded touch.,Royal Swingの最高峰のピッチングウェッジ。気品と性能を併せ持つ一本。
club_awedge_royal_common,A.Wedge ROYAL SWING,A.Wedge,Common,ROYAL SWING,20,33,33,32,54,104,41.4,24.0,8742,114,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,10,39,The Royal Swing entry-level approach wedge — prestige performance with a gilded touch.,Royal Swingの入門用アプローチウェッジ。気品と性能を併せ持つ一本。
club_awedge_royal_uncommon,A.Wedge ROYAL SWING,A.Wedge,Uncommon,ROYAL SWING,25,42,42,41,63,109,42.7,24.0,8928,120,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,40,79,The Royal Swing step-up approach wedge — prestige performance with a gilded touch.,Royal Swingの上位モデルのアプローチウェッジ。気品と性能を併せ持つ一本。
club_awedge_royal_rare,A.Wedge ROYAL SWING,A.Wedge,Rare,ROYAL SWING,31,51,51,49,72,115,43.9,24.0,9114,126,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,80,119,The Royal Swing refined approach wedge — prestige performance with a gilded touch.,Royal Swingの洗練されたアプローチウェッジ。気品と性能を併せ持つ一本。
club_awedge_royal_mythic,A.Wedge ROYAL SWING,A.Wedge,Mythic,ROYAL SWING,36,61,60,58,81,121,45.4,24.0,9300,133,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,120,159,The Royal Swing elite approach wedge — prestige performance with a gilded touch.,Royal Swingのエリート級のアプローチウェッジ。気品と性能を併せ持つ一本。
club_awedge_royal_legendary,A.Wedge ROYAL SWING,A.Wedge,Legendary,ROYAL SWING,42,70,69,67,90,126,46.6,24.0,9486,139,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,160,199,The Royal Swing masterwork approach wedge — prestige performance with a gilded touch.,Royal Swingの傑作級のアプローチウェッジ。気品と性能を併せ持つ一本。
club_awedge_royal_supreme,A.Wedge ROYAL SWING,A.Wedge,Supreme,ROYAL SWING,47,79,78,75,108,132,47.9,24.0,9672,145,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,200,239,The Royal Swing flagship approach wedge — prestige performance with a gilded touch.,Royal Swingの最高峰のアプローチウェッジ。気品と性能を併せ持つ一本。
club_swedge_royal_common,S.Wedge ROYAL SWING,S.Wedge,Common,ROYAL SWING,16,29,38,36,54,91,38.5,26.5,9212,100,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,10,39,The Royal Swing entry-level sand wedge — prestige performance with a gilded touch.,Royal Swingの入門用サンドウェッジ。気品と性能を併せ持つ一本。
club_swedge_royal_uncommon,S.Wedge ROYAL SWING,S.Wedge,Uncommon,ROYAL SWING,21,37,49,46,63,96,39.7,26.5,9408,106,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,40,79,The Royal Swing step-up sand wedge — prestige performance with a gilded touch.,Royal Swingの上位モデルのサンドウェッジ。気品と性能を併せ持つ一本。
club_swedge_royal_rare,S.Wedge ROYAL SWING,S.Wedge,Rare,ROYAL SWING,25,45,60,56,72,102,41.0,26.5,9604,112,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,80,119,The Royal Swing refined sand wedge — prestige performance with a gilded touch.,Royal Swingの洗練されたサンドウェッジ。気品と性能を併せ持つ一本。
club_swedge_royal_mythic,S.Wedge ROYAL SWING,S.Wedge,Mythic,ROYAL SWING,30,53,70,66,81,107,42.2,26.5,9800,118,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,120,159,The Royal Swing elite sand wedge — prestige performance with a gilded touch.,Royal Swingのエリート級のサンドウェッジ。気品と性能を併せ持つ一本。
club_swedge_royal_legendary,S.Wedge ROYAL SWING,S.Wedge,Legendary,ROYAL SWING,34,61,80,76,90,113,43.5,26.5,9996,124,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,160,199,The Royal Swing masterwork sand wedge — prestige performance with a gilded touch.,Royal Swingの傑作級のサンドウェッジ。気品と性能を併せ持つ一本。
club_swedge_royal_supreme,S.Wedge ROYAL SWING,S.Wedge,Supreme,ROYAL SWING,39,69,91,86,108,119,45.0,26.5,10192,131,S_Menu_Wedge_ROYAL,Wedge-RoyalSwing,S_Controls_Wedge_ROYAL,200,239,The Royal Swing flagship sand wedge — prestige performance with a gilded touch.,Royal Swingの最高峰のサンドウェッジ。気品と性能を併せ持つ一本。
club_putter_royal_common,Putter ROYAL SWING,Putter,Common,ROYAL SWING,19,48,18,3,54,30,5.0,5.0,0,30,S_Menu_Putter_ROYAL,Putter-RoyalSwing,S_Controls_Putter_ROYAL,10,39,The Royal Swing entry-level putter — prestige performance with a gilded touch.,Royal Swingの入門用パター。気品と性能を併せ持つ一本。
club_putter_royal_uncommon,Putter ROYAL SWING,Putter,Uncommon,ROYAL SWING,25,62,22,4,63,30,5.0,5.0,0,30,S_Menu_Putter_ROYAL,Putter-RoyalSwing,S_Controls_Putter_ROYAL,40,79,The Royal Swing step-up putter — prestige performance with a gilded touch.,Royal Swingの上位モデルのパター。気品と性能を併せ持つ一本。
club_putter_royal_rare,Putter ROYAL SWING,Putter,Rare,ROYAL SWING,30,75,27,4,72,30,5.0,5.0,0,30,S_Menu_Putter_ROYAL,Putter-RoyalSwing,S_Controls_Putter_ROYAL,80,119,The Royal Swing refined putter — prestige performance with a gilded touch.,Royal Swingの洗練されたパター。気品と性能を併せ持つ一本。
club_putter_royal_mythic,Putter ROYAL SWING,Putter,Mythic,ROYAL SWING,35,88,32,5,81,30,5.0,5.0,0,30,S_Menu_Putter_ROYAL,Putter-RoyalSwing,S_Controls_Putter_ROYAL,120,159,The Royal Swing elite putter — prestige performance with a gilded touch.,Royal Swingのエリート級のパター。気品と性能を併せ持つ一本。
club_putter_royal_legendary,Putter ROYAL SWING,Putter,Legendary,ROYAL SWING,40,101,37,6,90,30,5.0,5.0,0,30,S_Menu_Putter_ROYAL,Putter-RoyalSwing,S_Controls_Putter_ROYAL,160,199,The Royal Swing masterwork putter — prestige performance with a gilded touch.,Royal Swingの傑作級のパター。気品と性能を併せ持つ一本。
club_putter_royal_supreme,Putter ROYAL SWING,Putter,Supreme,ROYAL SWING,46,114,42,6,108,30,5.0,5.0,0,30,S_Menu_Putter_ROYAL,Putter-RoyalSwing,S_Controls_Putter_ROYAL,200,239,The Royal Swing flagship putter — prestige performance with a gilded touch.,Royal Swingの最高峰のパター。気品と性能を併せ持つ一本。
club_driver_eaglez_common,Driver EAGLEZ,Driver,Common,EAGLEZ,55,17,6,7,60,241,72.9,10.9,2525,265,S_Menu_Driver_EAGLEZ,Driver-Eaglez,S_Controls_Driver_EAGLEZ,10,39,EAGLEZ built this entry-level driver for one thing: outrageous distance. Aim is your problem.,EAGLEZの入門用ドライバー。目的はただ一つ、規格外の飛距離。方向は自己責任。
club_driver_eaglez_uncommon,Driver EAGLEZ,Driver,Uncommon,EAGLEZ,70,22,8,9,70,253,75.6,10.9,2579,278,S_Menu_Driver_EAGLEZ,Driver-Eaglez,S_Controls_Driver_EAGLEZ,40,79,EAGLEZ built this step-up driver for one thing: outrageous distance. Aim is your problem.,EAGLEZの上位モデルのドライバー。目的はただ一つ、規格外の飛距離。方向は自己責任。
club_driver_eaglez_rare,Driver EAGLEZ,Driver,Rare,EAGLEZ,85,26,9,11,80,266,78.5,10.9,2632,292,S_Menu_Driver_EAGLEZ,Driver-Eaglez,S_Controls_Driver_EAGLEZ,80,119,EAGLEZ built this refined driver for one thing: outrageous distance. Aim is your problem.,EAGLEZの洗練されたドライバー。目的はただ一つ、規格外の飛距離。方向は自己責任。
club_driver_eaglez_mythic,Driver EAGLEZ,Driver,Mythic,EAGLEZ,100,31,11,13,90,277,81.1,10.9,2686,304,S_Menu_Driver_EAGLEZ,Driver-Eaglez,S_Controls_Driver_EAGLEZ,120,159,EAGLEZ built this elite driver for one thing: outrageous distance. Aim is your problem.,EAGLEZのエリート級のドライバー。目的はただ一つ、規格外の飛距離。方向は自己責任。
club_driver_eaglez_legendary,Driver EAGLEZ,Driver,Legendary,EAGLEZ,115,36,13,15,100,288,83.6,10.9,2740,316,S_Menu_Driver_EAGLEZ,Driver-Eaglez,S_Controls_Driver_EAGLEZ,160,199,EAGLEZ built this masterwork driver for one thing: outrageous distance. Aim is your problem.,EAGLEZの傑作級のドライバー。目的はただ一つ、規格外の飛距離。方向は自己責任。
club_driver_eaglez_supreme,Driver EAGLEZ,Driver,Supreme,EAGLEZ,120,41,14,17,120,299,86.3,10.9,2793,329,S_Menu_Driver_EAGLEZ,Driver-Eaglez,S_Controls_Driver_EAGLEZ,200,239,EAGLEZ built this flagship driver for one thing: outrageous distance. Aim is your problem.,EAGLEZの最高峰のドライバー。目的はただ一つ、規格外の飛距離。方向は自己責任。
club_wood_eaglez_common,Wood EAGLEZ,Wood,Common,EAGLEZ,49,19,7,9,60,214,68.9,9.2,3436,235,S_Menu_Wood_EAGLEZ,Wood-Eaglez,S_Controls_Wood_EAGLEZ,10,39,EAGLEZ built this entry-level fairway wood for one thing: outrageous distance. Aim is your problem.,EAGLEZの入門用ウッド。目的はただ一つ、規格外の飛距離。方向は自己責任。
club_wood_eaglez_uncommon,Wood EAGLEZ,Wood,Uncommon,EAGLEZ,62,25,9,11,70,224,71.2,9.2,3509,246,S_Menu_Wood_EAGLEZ,Wood-Eaglez,S_Controls_Wood_EAGLEZ,40,79,EAGLEZ built this step-up fairway wood for one thing: outrageous distance. Aim is your problem.,EAGLEZの上位モデルのウッド。目的はただ一つ、規格外の飛距離。方向は自己責任。
club_wood_eaglez_rare,Wood EAGLEZ,Wood,Rare,EAGLEZ,75,30,11,14,80,235,73.7,9.2,3582,258,S_Menu_Wood_EAGLEZ,Wood-Eaglez,S_Controls_Wood_EAGLEZ,80,119,EAGLEZ built this refined fairway wood for one thing: outrageous distance. Aim is your problem.,EAGLEZの洗練されたウッド。目的はただ一つ、規格外の飛距離。方向は自己責任。
club_wood_eaglez_mythic,Wood EAGLEZ,Wood,Mythic,EAGLEZ,88,35,13,16,90,244,75.8,9.2,3655,268,S_Menu_Wood_EAGLEZ,Wood-Eaglez,S_Controls_Wood_EAGLEZ,120,159,EAGLEZ built this elite fairway wood for one thing: outrageous distance. Aim is your problem.,EAGLEZのエリート級のウッド。目的はただ一つ、規格外の飛距離。方向は自己責任。
club_wood_eaglez_legendary,Wood EAGLEZ,Wood,Legendary,EAGLEZ,102,41,15,18,100,254,78.1,9.2,3728,279,S_Menu_Wood_EAGLEZ,Wood-Eaglez,S_Controls_Wood_EAGLEZ,160,199,EAGLEZ built this masterwork fairway wood for one thing: outrageous distance. Aim is your problem.,EAGLEZの傑作級のウッド。目的はただ一つ、規格外の飛距離。方向は自己責任。
club_wood_eaglez_supreme,Wood EAGLEZ,Wood,Supreme,EAGLEZ,115,46,17,21,120,263,80.2,9.2,3801,289,S_Menu_Wood_EAGLEZ,Wood-Eaglez,S_Controls_Wood_EAGLEZ,200,239,EAGLEZ built this flagship fairway wood for one thing: outrageous distance. Aim is your problem.,EAGLEZの最高峰のウッド。目的はただ一つ、規格外の飛距離。方向は自己責任。
club_iron_eaglez_common,Iron 5 EAGLEZ,Iron,Common,EAGLEZ,42,25,12,15,60,149,50.8,16.3,6671,164,S_Menu_Iron_EAGLEZ,Iron-Eaglez,S_Controls_Iron_EAGLEZ,10,39,EAGLEZ built this entry-level 5-iron for one thing: outrageous distance. Aim is your problem.,EAGLEZの入門用アイアン。目的はただ一つ、規格外の飛距離。方向は自己責任。
